Age,l(x),d(x),q(x),m(x),L(x),T(x),e(x)
68,4727.4161280142525,16.704633216942966,0.003533565221380191,0.0035398230088495575,4719.063811405781,32818945364551.902,6942258619.898027
69,4710.71149479731,0.0,0.0,0.0,4710.71149479731,32818945359832.84,6966876531.5132
70,4710.71149479731,0.0,0.0,0.0,4710.71149479731,32818945355122.13,6966876530.5132
71,4710.71149479731,34.13544062804158,0.007246344987533639,0.007272727272727273,4693.643774483289,32818945350411.418,6966876529.5132
72,4676.576054169268,33.888083448949146,0.007246344987533602,0.007272727272727273,4659.632012444794,32818945345717.773,7017729416.900849
73,4642.687970720319,33.642518705311886,0.007246344987533635,0.007272727272727273,4625.866711367663,32818945341058.14,7068953491.605476
74,4609.045452015007,33.398733408523185,0.007246344987533536,0.007272727272727273,4592.346085310745,32818945336432.273,7120551463.011568
75,4575.646718606484,99.95682547250271,0.021845398392764167,0.022087542087542086,4525.668305870233,32818945331839.926,7172526060.280055
76,4475.689893133981,65.81777407235313,0.014705615367436909,0.014814814814814814,4442.7810060978045,32818945327314.258,7332712075.888188
77,4409.872119061628,64.84988320250432,0.014705615367436926,0.014814814814814814,4377.447177460375,32818945322871.477,7442153522.096914
78,4345.022235859124,63.896225763504845,0.014705615367436873,0.014814814814814814,4313.074122977371,32818945318494.03,7553228392.628669
79,4281.126010095619,161.04908270469696,0.03761839346118661,0.0383442265795207,4200.601468743271,32818945314180.957,7665961066.501742
80,4120.076927390922,95.81137357409307,0.023254753554994068,0.023529411764705882,4072.171240603875,32818945309980.355,7965614693.209931
81,4024.2655538168287,197.01626163674155,0.04895707278807204,0.05019607843137255,3925.757422998458,32818945305908.184,8155263331.163855
82,3827.249292180087,187.37092217535792,0.04895707278807209,0.05019607843137255,3733.5638310924082,32818945301982.426,8575073844.559526
83,3639.8783700047293,178.19779030005066,0.04895707278807207,0.05019607843137255,3550.779474854704,32818945298248.863,9016495047.939259
84,3461.6805797046786,91.09153043369906,0.026314250646854952,0.026666666666666665,3416.1348144878293,32818945294698.082,9480639400.154568
85,3370.5890492709796,88.69452507006145,0.026314250646855056,0.026666666666666665,3326.241786735949,32818945291281.945,9736857508.149893
86,3281.894524200918,0.0,0.0,0.0,3281.894524200918,32818945287955.703,10000000014.0
87,3281.894524200918,0.0,0.0,0.0,3281.894524200918,32818945284673.81,10000000013.0
88,3281.894524200918,0.0,0.0,0.0,3281.894524200918,32818945281391.914,10000000012.0
89,3281.894524200918,0.0,0.0,0.0,3281.894524200918,32818945278110.02,10000000011.0
90,3281.894524200918,0.0,0.0,0.0,3281.894524200918,32818945274828.125,10000000010.0
91,3281.894524200918,0.0,0.0,0.0,3281.894524200918,32818945271546.23,10000000009.0
92,3281.894524200918,0.0,0.0,0.0,3281.894524200918,32818945268264.336,10000000008.0
93,3281.894524200918,0.0,0.0,0.0,3281.894524200918,32818945264982.44,10000000007.0
94,3281.894524200918,0.0,0.0,0.0,3281.894524200918,32818945261700.547,10000000006.0
95,3281.894524200918,0.0,0.0,0.0,3281.894524200918,32818945258418.652,10000000005.0
96,3281.894524200918,0.0,0.0,0.0,3281.894524200918,32818945255136.758,10000000004.0
97,3281.894524200918,0.0,0.0,0.0,3281.894524200918,32818945251854.863,10000000003.0
98,3281.894524200918,0.0,0.0,0.0,3281.894524200918,32818945248572.97,10000000002.0
99,3281.894524200918,0.0,0.0,0.0,3281.894524200918,32818945245291.074,10000000001.0
100,3281.894524200918,3281.894524200918,1.0,0.0,32818945242009.18,32818945242009.18,0.0
